Code	Type	Message	Explanation	Solution	Property
4008		The Currency is not supported on this account.		Please ensure that you are sending the correct value in the TxType field.  More information on the different TxTypes can be found within the protocol document.	
4009		The Amount is outside the allowed range.		Please ensure that you are sending the correct value in the TxType field.  More information on the different TxTypes can be found within the protocol document.	
4010		The Amount including surcharge is outside the allowed range.		Please ensure that you are sending the correct value in the TxType field.  More information on the different TxTypes can be found within the protocol document.	
4019		Client IP address is restricted by the vendor.		Please ensure that you are sending the correct value in the TxType field.  More information on the different TxTypes can be found within the protocol document.	
4020	INVALID	Information received from an Invalid IP address.	If you are using our Direct or Server integration methods, the Sage Pay system will only accept registration POSTs from servers whose IP Addresses have been registered with us. If we receive a POST from any other server, you will see this error message.	The IP address of each new server you POST from will need to be registered with Sage Pay.  This can be done within the My Sage Pay admin area under the Account administration section.	
4021		The Card Range not supported by the system.		Please ensure that you are sending the correct value in the TxType field.  More information on the different TxTypes can be found within the protocol document.	
4022		The Card Type selected does not match card number.		Please ensure that you are sending the correct value in the TxType field.  More information on the different TxTypes can be found within the protocol document.	
4023		The Card Issue Number length is invalid.		Please ensure that you are sending the correct value in the TxType field.  More information on the different TxTypes can be found within the protocol document.	
4024		The Card Issue Number is required.		Please ensure that you are sending the correct value in the TxType field.  More information on the different TxTypes can be found within the protocol document.	
4025	INVALID	The Card Issue Number is invalid.	e card issue number length must be one or two digits long and entered exactly as it is displayed on the customer's card. If any other characters or digits are entered then this error message will be displayed.	You will need to ensure that the card issue number length is being passed as it is displayed exactly on the customer's card.  This will either be one or two digits long and if any additional characters or digits are entered you will be presented with this error message.	
4026		3D-Authentication failed. This vendor's rules require a successful 3D-Authentication.		Please ensure that you are sending the correct value in the TxType field.  More information on the different TxTypes can be found within the protocol document.	
4027		3D-Authentication failed. Cannot authorise this card.		Please ensure that you are sending the correct value in the TxType field.  More information on the different TxTypes can be found within the protocol document.	
4028		The RelatedVPSTxId cannot be found.		Please ensure that you are sending the correct value in the TxType field.  More information on the different TxTypes can be found within the protocol document.	
4029		The RelatedVendorTxCode does not match the original transaction.		Please ensure that you are sending the correct value in the TxType field.  More information on the different TxTypes can be found within the protocol document.	
4030		The RelatedTxAuthNo does not match the original transaction.		Please ensure that you are sending the correct value in the TxType field.  More information on the different TxTypes can be found within the protocol document.	
4031		The RelatedSecurityKey does not match the original transaction.		Please ensure that you are sending the correct value in the TxType field.  More information on the different TxTypes can be found within the protocol document.	
4032		The original transaction was carried out by a different Vendor.		Please ensure that you are sending the correct value in the TxType field.  More information on the different TxTypes can be found within the protocol document.	
4033	INVALID	The Currency does not match the original transaction.	You are only able to refund in the same currency as the original transaction. If you attempt to refund in another different currency to the original payment then you will receive this system message. Please check your code to ensure you are only sending REFUND in a currency that matches the original payment.	You will need to check your code to ensure that the currency type is the same as the original transaction.  When attempting to perform a REFUND, you can only refund in the same currency type as the original transaction.	
4034	INVALID	The Transaction has already been Refunded.	The transaction you are attempting to REFUND has already been fully refunded. You are therefore unable to perform any further refunds against the original transaction.	Unfortunately, you will not be able to perform a REFUND against this transaction as it has been fully refunded already.  No further refunds can now be performed against the original transaction.	
4035	INVALID	This Refund would exceed the amount of the original transactaction.	This system message will appear when the REFUND you are attempting, which in combination with all other REFUNDs againsts the original transaction, would exceed the value of that transaction so the REFUND cannot be permitted.	You will not be able to perform the REFUND that you are attempting as the total amount including all other REFUNDs performed against the original transaction exceed the total value of the original transaction.  The total value of all REFUNDs can never ever exceed the original transaction value amount.	
4036	INVALID	The Transaction has already been Voided.	If the transaction has already been VOIDed you will be presented with this error message as you are only able to VOID a transaction once.	You will only be able to perform a VOID against a transaction once.  Unfortunately there is no way o reverse a voided transaction and if you need to take the payment again, you will need to put through a new payment transaction.	
4037	INVALID	The Related transaction is not a DEFFERED payment.	If you are sending a RELEASE or ABORT POST to the Sage Pay system, but the related transaction you have specified is not a DEFERRED transaction, you will receive this system message. You can only RELEASE or ABORT a DEFERRED transaction.	You will not be able to perform a RELEASE or an ABORT against any other payment type other than a DEFERRED transaction.  The related transaction that you are attempting to send a RELEASE or ABORT POST to is not a DEFERRED transaction.  You will need to check to see that the original transaction you are attempting to RELEASE or ABORT is a DEFERRED transaction.	
4038	INVALID	The Transaction has already been Released.	The DEFERRED transaction you are attempting to RELEASE has already been released. You are only able to RELEASE a DEFERRED transaction once and any further attempts will result in this system message being displayed.	You will not be able to perform a RELEASE against a DEFERRED transaction that has already been released.	
4039		The Tranaction is not in a DEFERRED state.		Please ensure that you are sending the correct value in the TxType field.  More information on the different TxTypes can be found within the protocol document.	
4040	INVALID	The Transaction has been Aborted.	The DEFERRED transaction you are attempting to RELEASE has already been ABORTed. If you are RELEASE a transaction after it has been ABORTed, you will receive this system message.	You will not be able to perform a RELEASE against a DEFERRED transaction which has already been ABORTed.  Unfortunately, you are unable to reverse an aborted transaction and if you need to release the transaction, you will need to put through the transaction again.	
4041		The Transaction type does not support the requested operation.		Please ensure that you are sending the correct value in the TxType field.  More information on the different TxTypes can be found within the protocol document.	
4042	INVALID	The VendorTxCode has been used before for another transaction.  All VendorTxCodes must be unique.	Every transaction you send to the Sage Pay Systems must have a unique VendorTxCode. You will receive this error if the VendorTxCode you have used for a new transaction registration matches that of a previously successful transaction against your account	You will need to check your code and ensure that your server/shopping cart is generating a unique VendorTxCode  for each new transaction.  If you are being presented with this error message it indicates that you are generating a VendorTxCode that matches that of a previously successful transaction against your account.	
4043		The Vendor Rule Bases disallow this card range.		Please ensure that you are sending the correct value in the TxType field.  More information on the different TxTypes can be found within the protocol document.	
4044	INVALID	This Authorise would exceed 115% of the value of the original transaction.	You can only AUTHORISE an AUTHENTICATED transaction up to 115% of its value (with all previous AUTHORISEs against that transaction taken into account). The amount you are trying to AUTHORISE would exceed that value, so the authorisation is being denied.	You are attempting to perform an AUTHORISE request against an AUTHENTICATED transaction which will exceed the maximum value of 115% of its orginal value.  All previous AUTHORISE requests in total must not exceed the 115% value and any further AUTHORISE requests will be denied if they exceed the maximum limit.	
4045	INVALID	The Related transaction is not an AUTHENTICATE.	You can only AUTHORISE an AUTHENTICATED transaction. If the related transaction you are trying to authorise is NOT an AUTHENTICATE transaction, you will receive this system message.	You will only be able to perform an AUTHORISE request against an AUTHENTICATED transaction and no other payment type. The related transaction that you are trying to AUTHORISE is NOT and AUTHENTICATED transaction. Please check the related transaction is a AUTHENTICATED transaction.	
4046	REJECTED	3D-Authentication required. Cannot authorise this card.	The card scheme requires you to pass the 3D-Authentication process in order to proceed with your payment. If you receive this message, then you have failed to be authenticated through 3D-Secure and the card provider will not allow you to proceed with the transaction until you pass.	You have not passed the 3D-Authentication process which is required in order for this transaction to proceed with your payment.  This error message will be displayed when you have failed to be authenticated through 3D-Secure and the card provided will not allow you to proceed until this has been passed.	
4047	INVALID	The vendor account is closed.	You are attempting to POST a transaction to Sage Pay using a Vendor account that has been closed.	You will need to contact Sage Pay accounts as you are attempting to POST a transaction to Sage Pay using a Vendor account that has been closed.  If you believe this account should not be closed we will be able to investigate this issue further immediately.	
4048	INVALID	The Card Number length is invalid.	A valid card number has not been supplied in the Card Number field.	You will need to check to ensure that the card number length being provided is correct and that you are sending the full card number situated on the front of the card.  You must also ensure that there are no spaces within this card number.	
4049	INVALID	The ReleaseAmount larger the original amount.	The ReleaseAmount field must be a valid amount, formatted to the correct number of decimal places for the chosen currency, AND must be less than or equal to the amount of the original Deferred transaction that you are attempting to Release.	You will need to ensure that you are passing a valid amount formatted to the correct number of decimal places for the chosen currency.  The ReleaseAmount value must also be less than or equal to the amount of the original Deferred transaction in which you are attempting to perform the Release.	
4050		Refund can no be performed until original transaction is settled.		There is a problem with the details that have been supplied. Please check and retry.	
4051		TransactionType of the related transaction is not supported for this operation.		There is a problem with the details that have been supplied. Please check and retry.	
4052		Invalid system used for the related transaction.		There is a problem with the details that have been supplied. Please check and retry.	
4053		Transaction completed already.		There is a problem with the details that have been supplied. Please check and retry.	
4054		Transaction not in paypal registered state.		There is a problem with the details that have been supplied. Please check and retry.	
4055		The amount value is invalid, this value must be no more than + or - 15% of the original value.		There is a problem with the details that have been supplied. Please check and retry.	
4056		The vendor does not match with the vendor who registered the token.		There is a problem with the details that have been supplied. Please check and retry.	
4057		There are no card details registered for the token.		There is a problem with the details that have been supplied. Please check and retry.	
4058		The payment requires authentication, Token system does not support this.		There is a problem with the details that have been supplied. Please check and retry.	
4059		Cannot authorise this transaction.		There is a problem with the details that have been supplied. Please check and retry.	
5001	INVALID	The required service is not available or invalid.	You are attempting to POST data to a Sage Pay Service that does not exist or is not currently available.	You will need to check the URL to which you are attempting to send your POST to.  The Sage Pay service that you are attempting to contact does not exist or is currently unavailable. You will need to contact Sage Pay support once you have confirmed the URL that you are attempting to contact.	
5002	INVALID	Invalid request.	You are attempting to POST data to a sage Pay Service that does not exist or is not currently available.	You will need to check the URL to which you are attempting to send your POST to.  The Sage Pay service that you are attempting to contact does not exist or is currently unavailable. You will need to contact Sage Pay support once you have confirmed the URL that you are attempting to contact.	
5003	ERROR	Internal server error.	If you receive this message, a code related error has occurred on the Sage Pay systems. This could have been caused by the information posted to the Sage Pay server or by an issue with the Sage Pay server.	Please reveiw the information your server is posting to the Sage Pay server.  If you are unable to identify the cause, please contact the Sage Pay support team if you are still being presented with this error message and we will look into this issue further.	
5004	INVALID	The Transaction state is invalid.	This error occurs if the Sage Pay system attempts to do something to a transaction that is not in a state where such an action is acceptable. For example, it cannot archive an incomplete transaction into the reporting tables.	You will need to contact the Sage Pay support team to notify them how you generated this error message to enable them to look into the cause further and escalate to their live development team.  This error normally occurs when an action is not acceptable if the Sage Pay system attempts to do something to a transaction.	
5005	INVALID	The Vendor configuration is missing or invalid.	If you receive this error, then the Vendor account has not been successfully set up on the Sage Pay servers.	You will need to contact the Sage Pay support team to inform them which Vendor account you were using when this error occurred.  This error message relates to the Vendor account not having been set up successfully on the Sage Pay servers.	
5007	INVALID	Invalid request. A required parameter is missing.	You are attempting to POST data to a Sage Pay Service that does not exist or is not currenctly available.	You will need to check the URL to which you are attempting to send your POST to.  The Sage Pay service that you are attempting to contact does not exist or is currently unavailable. You will need to contact Sage Pay support once you have confirmed the URL that you are attempting to contact.	
5008	ERROR	Missing Custom vendor template.	You have selected to use Custom templates in your My Sage Pay admin area, but you do not have any custom templates uploaded. This will cause the payment pages not to appear and generate this error.	You do not have any Custom templates uploaded onto your Sage Pay account and have selected to use the Custom templates option within your live My Sage Pay account.  By doing this it will cause the Sage Pay payment pages to not appear and this error message will be generated.  You will need to ensure that you have logged back into your My Sage Pay admin account and selected the Default templates in order for the Sage Pay payment pages to re-appear.  If you are wishing to use custom templates, you will need to download the relevant files, amend and send over to use to be uploaded.	
5009	INVALID	The Encryption password is missing.	If you have not registered your Sage Pay account to use the Form integration method and attempt to send a transaction registration POST using this method of integration, you will receive this error.	When attempting to post a transaction registration using the Form integration method you will need to have had an encryption password generated by Sage Pay.  If you have not requested that you are wanting to use the Form solution and attempt to post a transaction registration you will be presented with this error message.  Please contact Sage Pay support who will be able to generate your Form encryption password to enable you to post Form transaction registrations.	
5010	INVALID	The CardNumber is required.	A credit or debit card number must be entered in the card number box provided on the payment screens.  The credit or debit card number entered must be that of the card type selected before proceeding to enter the credit or debit card number.	You will need to ensure that you have provided a debit or credit card number within the card number box provided on the payment screens.  The debit or credit card number entered must match that of the card type selected before you have been presented with the option of entering the debit or credit card details.	
5011	INVALID	The check digit invalid. Card failed the LUHN check. Check the card number and resubmit.	The card number that you have entered on the payment pages is not a valid card type.  You will need to ensure that you have entered the full card number correctly and only those numbers that appear on the front of the card and try again.	You will need to ensure that the card number that has been entered on the payment pages is a valid card type.  You will need to check that the full card number has been entered correctly and that this matches that of the large card numbers presented on the front of the customers card.	
5012	MALFORMED	The CardHolder name is required.	You will need to enter the name of the credit or debit card holder in the Card Holder box provided on the payment page.	You will need to ensure that you have entered the name of the credit or debit card holder within the edit box that has been provided on the payment page.  If no value is entered here you will be presented with this error message.	customerFirstName
5013	INVALID	The card has expired.	The expiry date of the card that you have entered on the payment pages is in the past.  You will need to check your card, and if it has expired, you will need to destroy the card and use a different card type for the transaction.	You will need to check your code to ensure that the expiry date of the card that you have entered on the payment pages is not in the past or has expired. If the card has expired it will need to be destroyed and a different card type will need to be used ensuring that the expiry date has not passed.	
5014	MALFORMED	The card expiry date is required.	The expiry date of the credit or debit card must be entered in the expiry date box provided on the payment screens in order to continue with the transaction.	You must ensure that you are entering the expiry date of the card within the correct format in the expiry date box section provided on the payment screens.  This will need to be provided in order for the transaction to be able to continue.	cardDetails.expiryDate
5015	INVALID	Card validation failure.	The card number that you have entered cannot be validated and/or identified by the Sage Pay systems.  You will need to use a different card if you wish to proceed with the transaction.	You will need to ensure that you are entering the correct card number as situated on the front of the customer's card.  If this card number can still not be validated by the Sage Pay system you will need to use a different card type in order to proceed with the transaction.  You will also be able to contact Sage Pay support and provide them with the card type, card-issuing bank and the first nine digits of the card.  Sage Pay will then be able to add this card type to their card bin range.	
5016	INVALID	The StartDate is in the future. The card is not yet valid.	The start date that you have selected is later than the current date.  If this is correct, then the card is not yet valid and must not be used and you will need to use your previous card if this was a replacement card issued by your bank.  If you had entered the start date incorrectly please enter the correct date and try again.	You will need to ensure that the start date selected is not later than the current date.  By selecting a card start date that is later it will mean that the card is not yet valid and must not be used.  You will need to use the previous card if this was a replacement card issued by your card-issuing bank. Alternatively, if you had entered the start date incorrectly please re-enter the correct start date and start again.	
5017	MALFORMED	The Security Code is required.	You will need to enter the CV2 or card security code on the payment pages in order to continue.  If no security code (CV2/CVV) has been provided, you will receive this system message.	You will need to check your code to ensure that the CV2 value provided consists of either three or four digits only depending on the card type selected.  The CV2 value can be found of the back of the signature strip for most card types and will consist of three digits whereas an American Express card type will consist of four digits and this will be situated on the front of the card.	cardDetails.securityCode
5018	INVALID	The Security Code length is invalid.	The CV2 code that has been entered is invalid and must consist of either three or four digits depending on the card type selected.	You will need to check your code to ensure that the CV2 value provided consists of either three or four digits only depending on the card type selected.  The CV2 value can be found of the back of the signature strip for most card types and will consist of three digits whereas an American Express card type will consist of four digits and this will be situated on the front of the card.	cardDetails.securityCode
5019	INVALID	The Security Code is not a number.	You have entered an incorrect value for the card security code which is invalid. Any values provided which is not numeric will generate this system message.	You will need to check your code to ensure  that you are entering numeric values only and that no letters are being passed over.  As detailed above the card security code will consist of either three or four digits only depending on the card type selected.	cardDetails.securityCode
5020	MALFORMED	The Card Address is required.	You must enter the address to which the card being used is registered in the card address box provided on the payment page.	You will need to ensure that the address to which the card being used is registered is entered within the edit box on the payment page. If no card address is provided you will be presented with this error message.	billingAddress.address1
5021	INVALID	The Card Address is too long.	You will not be able to enter more than 200 characters in the card address box on the payment pages.  If the address is longer than 200 characters, you will receive this system message.	You will need to check your code to ensure that you have not entered more than 200 characters within this field on the payment pages.  If the card address consists of more than 200 characters please just entered the first 200 characters in order to continue.	billingAddress.address1
5022	MALFORMED	The Post Code value is required.	You must enter the post code to which the card being used is registered in the post code box provided on the payment page in order to continue.	You must ensure that a post code value has been entered within the edit box that has been provided on the payment page. The post code value must be that to where the card being used is registered in order for the transaction to continue.	billingAddress.postalCode
5023	INVALID	The Post Code value is too long.	You will only be able to enter up to 10 characters in the card post code box on the payment pages.  If your post code is longer than 10 characters then please just enter the first 10 characters in order to continue.	You will need to check your code to ensure that your server is not sending more than 10 characters within this field.	billingAddress.postalCode
5024	INVALID	The CardHolder value is too long.	You will only be able to enter up to 50 characters in the card holder name box on the payment pages. Any value longer than this will generate this system message.	You will need to check your code to ensure that your server is not sending more than 50 characters within this field.	
5025	NOTAUTHED	The number of authorisation attempts exceeds the limit.	You will only be able to perform three attempts in order to gain a successful authorisation.  If you have not been able to obtain a successful authorisation after the third attempt, the Sage Pay system will cancel your transaction and present you with this error message.	You will be presented with this error message if you have had three failed attempts to gain a successful authorisation for this transaction.  The Sage Pay system will cancel your transaction as default and present you with this error message after the third failed attempt.	
5026	INVALID	The Card Number is not numeric.	The CardNumber field provided does not contain a valid card number and may contain characters other than numbers such as letters.	You will need to check your code to confirm that you are sending numbers only and only the large numbers presented on the front of the card with no separator characters (such as spaces or hyphens).  Also, check your code to ensure that you are only sending numeric values within this field and that no letters or invalid characters are contained. You will also need to send only the large card numbers that are being displayed on the front of the customers card within this field.	cardDetails.cardNumber
5027	INVALID	The Card Start Date is invalid.	The CardStart date that has been entered is not a valid month and year combination.	You will need to check your code to ensure that you are providing a valid month and year format with no spaces or separator characters, eg 0710 and not as 07/10 should be sent for an expiry date of July 2010.  Please also check your entry before retrying ensuring that the month is entered before the year and that it is entered exactly as it is presented on the card with no separator characters (such as spaces or hyphens).	
5028	INVALID	The Card Expiry Date is invalid.	The CardExpiry date that has been entered is not a valid month and year combination.	You will need to check your code to ensure that you are providing a valid month and year format with no spaces or separator characters, eg 0712 and not as 07/12 should be sent for an expiry date of July 2012. Please also check your entry before retrying ensuring that the month is entered before the year and that it is entered exactly as it is presented on the card with no separator characters (such as spaces or hyphens).	cardDetails.expiryDate
5029		3D-Authentication failed. This vendor's rules require a successful 3D-Authentication.		You failed 3D-Authentication. Please try again	
5030	ERROR	We could not process your message, please check your integration settings or contact the support team.	This error message is presented for transactions processed through the Form integration method only and occurs when the Encryption Password being used does not match the password that we have registered in our system.  This will not allow us to decode your transaction registration POST.	You will need to ensure that you are using the correct Form encryption password that has been registered to your test and live Sage Pay accounts.  If you are using your Simulator encryption password you will receive this error message when posting to the test or live servers.  You will also need to check your code to ensure that your test and live Form encryption passwords are case-sensitive and in the exact same format with no spaces before or after them.	
5031		PayPal returned errors		Please check the PayPal documentation	
5032		PayPal void request failed.		Please check the PayPal documentation	
5033		PayPal capture request failed.		Please check the PayPal documentation	
5034		VOID operation is not supported for PAYPAL transaction		Please check the PayPal documentation	
5035		The Card Range requires 3D-Authentication, its not supported by the vendor.		Please try another card	
5036		The transaction not found.		You will need to ensure that your code is sending the correct transaction details	
5037		The Delivery Address contains invalid characters.		You will need to ensure that your code is not sending invalid characters.	shippingDetails.shippingAddress1
5038		The Delivery Phone contains invalid characters.		You will need to ensure that your code is not sending invalid characters.	
5039		The Delivery City contains invalid characters.		You will need to ensure that your code is not sending invalid characters.	shippingDetails.shippingCity
5040		The Billing Surname contains invalid characters.		You will need to ensure that your code is not sending invalid characters.	customerLastName
5041		The Billing Firstname contains invalid characters.		You will need to ensure that your code is not sending invalid characters.	customerFirstName
5042		The Billing Address1 contains invalid characters.		You will need to ensure that your code is not sending invalid characters.	billingAddress.address1
5043		The Billing Address2 contains invalid characters.		You will need to ensure that your code is not sending invalid characters.	billingAddress.address2
5044		The Billing City contains invalid characters.		You will need to ensure that your code is not sending invalid characters.	billingAddress.city
5045		The Billing Phone contains invalid characters.		You will need to ensure that your code is not sending invalid characters.	customerPhone
5046		The Delivery Surname contains invalid characters.		You will need to ensure that your code is not sending invalid characters.	shippingDetails.recipientLastName
5047		The Delivery Firstname contains invalid characters.		You will need to ensure that your code is not sending invalid characters.	shippingDetails.recipientFirstName
5048		The Delivery Address1 contains invalid characters.		You will need to ensure that your code is not sending invalid characters.	shippingDetails.shippingAddress1
5049		The Delivery Address2 contains invalid characters.		You will need to ensure that your code is not sending invalid characters.	shippingDetails.shippingAddress2
5050		The Billing Address contains invalid characters.		You will need to ensure that your code is not sending invalid characters.	billingAddress.address1
5051	INVALID	The Contact Number contains invalid characters.		You will need to ensure that your code is not sending invalid characters.	customerPhone
5052		The Customer Name contains invalid characters.		You will need to ensure that your code is not sending invalid characters.	customerFirstName
5053		The Email Message contains invalid characters.		You will need to ensure that your code is not sending invalid characters.	
5054		The Cardholder Name contains invalid characters.		You will need to ensure that your code is not sending invalid characters.	customerFirstName
5055		A Postcode field contains invalid characters.		You will need to ensure that your code is not sending invalid characters.	billingAddress.postalCode
5056		The Contact Fax contains invalid characters.		You will need to ensure that your code is not sending invalid characters.	
5057		The PayPal reference transaction failed.		Please check the PayPal documentation	
5058		The PayPal billing agreement was not accepted or failed.		Please check the PayPal documentation	
5068		The encryption method is not supported by this protocol version.		Please contact support	
5069		Cannot refund mobile transactions for this acquirer. Please use the mobile device.		Please use mobile device to refund transaction	
5070		Form transactions are disabled for this vendor in the test environment. Please contact support to re-enable this functionality.		Please contact support to re-enable this functionality.	
5992		Unable complete transaction due to resubmission of authorisation request by client.		Please try again later	
5993		The network connection to the bank is currently unavailable.		Please try again later	
5994		The Authorisation process failed, due to an internal server error.		Please try again later	
5995		The AVS/CV2cks failed.		Please try again later	
5996	NOTAUTHED	The Authorisation process timed-out. The bank did not respond within an acceptable time limit.		Please try again later	
5997		A communication related error occured.		Please try again later	
5998		Duplicate vendor notification attempt.		Please try again later	
5999		The Session is invalid or has expired.		Please try again later	
6000		Data Access Error.		Please try again later	
9998	408	Request timeout			
9999	500	An internal error occurred at Sage Pay			
10029		The CardNumber field should only contain numbers. No spaces, hyphens or other characters or separators.		There is a problem with the details that have been entered for a European Payment Type. Please check and retry.	
11000		There was an error processing this payment type		There is a problem with the details that have been entered for a European Payment Type. Please check and retry	
11001		The request was invalid		There is a problem with the details that have been entered for a European Payment Type. Please check and retry.	
11002		The payment was aborted at the bank site		There is a problem with the details that have been entered for a European Payment Type. Please check and retry.	
11003		The transaction timed out		There is a problem with the details that have been entered for a European Payment Type. Please check and retry.	
11004		There was a local error		There is a problem with the details that have been entered for a European Payment Type. Please check and retry.	
11005		There was error processing the payment at the bank site		There is a problem with the details that have been entered for a European Payment Type. Please check and retry.	
11006		The transaction was declined		There is a problem with the details that have been entered for a European Payment Type. Please check and retry.	
11007		The transaction was declined by the bank		There is a problem with the details that have been entered for a European Payment Type. Please check and retry.	
